,영화명,감독,배급사,개봉일,영화형태,국적,전국스크린수,전국 매출액,전국 관객수,장르,등급,영화구분,연도,월,계절
1954,극장판 썬더일레븐GO : 궁극의 우정 그리폰,미야오 요시카즈,에이원엔터테인먼트,2012-05-24,장편,일본,243,574947000,84255,애니메이션,전체관람가,일반영화,2012,5,봄
1955,어린 왕자,최종현,롯데쇼핑㈜롯데엔터테인먼트,2008-01-17,장편,한국,181,493292500,84015,드라마,12세관람가,일반영화,2008,1,겨울
1956,왼편 마지막 집,데니스 일리아디스,유니버설픽쳐스인터내셔널 코리아(유),2009-09-03,장편,미국,158,632634348,83864,공포(호러),청소년관람불가,일반영화,2009,9,가을
1957,뉴욕 아이 러브 유,강문,㈜케이디미디어,2009-10-22,장편,미국,95,647982325,83600,코미디,15세관람가,일반영화,2009,10,가을
1958,신은 죽지 않았다 3: 어둠 속의 빛,마이클 메이슨,(주)영화사 그램,2018-07-19,장편,미국,179,646846900,83474,드라마,12세관람가,독립/예술영화,2018,7,여름
1959,스위치,윌 스펙,씨너스엔터테인먼트(주),2010-12-01,장편,미국,163,564596900,83346,멜로/로맨스,15세관람가,일반영화,2010,12,겨울
1960,와일드,장 마크 발레,이십세기폭스코리아(주),2015-01-22,장편,미국,58,665271800,83334,드라마,청소년관람불가,독립/예술영화,2015,1,겨울
1961,폴: 600미터,스콧 만,(주)스튜디오디에이치엘,2022-11-16,장편,영국,463,825147338,83310,스릴러,12세관람가,일반영화,2022,11,가을
1962,짱구는 못말려 극장판：엄청 맛있어! B급 음식 서바이벌!,하시모토 마사카즈,롯데쇼핑㈜롯데엔터테인먼트,2014-04-03,장편,일본,301,588913100,83289,애니메이션,전체관람가,일반영화,2014,4,봄
1963,세자매,이승원,(주)리틀빅픽쳐스,2021-01-27,장편,한국,569,702123930,83275,드라마,15세관람가,독립/예술영화,2021,1,겨울
1964,지랄발광 17세,켈리 프레몬,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2017-06-28,장편,미국,90,656251800,83258,코미디,15세관람가,독립/예술영화,2017,6,여름
1965,뷰티풀 크리처스,리차드 라그라브네스,롯데쇼핑㈜롯데엔터테인먼트,2013-04-18,장편,미국,278,582030544,82995,스릴러,15세관람가,일반영화,2013,4,봄
1966,더 이퀄라이저,안톤 후쿠아,유니버설픽쳐스인터내셔널 코리아(유),2015-01-28,장편,미국,255,639464500,82779,액션,청소년관람불가,일반영화,2015,1,겨울
1967,라르고 윈치,제롬 샬레,(주)프라임엔터테인먼트,2009-08-20,장편,프랑스,163,628575878,82610,어드벤처,청소년관람불가,일반영화,2009,8,여름
1968,씬 시티: 다크히어로의 부활,로버트 로드리게즈,플러스엠 엔터테인먼트,2014-09-11,장편,미국,345,650282748,82571,액션,청소년관람불가,일반영화,2014,9,가을
1969,어니스트 씨프,마크 윌리엄스,(주)올스타엔터테인먼트,2021-02-03,장편,미국,554,724854260,82388,액션,15세관람가,일반영화,2021,2,겨울
1970,도라에몽: 스탠바이미 2,야기 류이치,(주)스마일이엔티,2021-05-19,장편,일본,631,712260330,82311,애니메이션,전체관람가,일반영화,2021,5,봄
1971,파도가 지나간 자리,데릭 시엔프랜스,CGV아트하우스,2017-03-08,장편,미국,276,634595200,82177,드라마,15세관람가,독립/예술영화,2017,3,봄
1972,다이노X 탐험대,이동희,(주)이수C&E,2016-05-04,장편,한국,348,634339900,82148,애니메이션,전체관람가,독립/예술영화,2016,5,봄
1973,스펜서,파블로 라라인,(주)영화특별시에스엠씨,2022-03-16,장편,영국,730,771154130,82031,드라마,12세관람가,독립/예술영화,2022,3,봄
1974,출국,노규엽,기타,2018-11-14,장편,한국,274,639521850,81722,드라마,15세관람가,독립/예술영화,2018,11,가을
1975,젠틀맨,가이 리치,(주)영화사 빅,2020-02-26,장편,미국,586,665658710,81482,범죄,청소년관람불가,일반영화,2020,2,겨울
1976,아따맘마 - 극장판,야스미 테츠오,에이원엔터테인먼트,2011-02-17,장편,일본,90,533355500,81352,애니메이션,전체관람가,일반영화,2011,2,겨울
1977,꼬마참새 리차드: 아프리카 원정대,레자 메마리,(주)키다리이엔티,2017-06-15,장편,독일,319,599076600,81136,애니메이션,전체관람가,독립/예술영화,2017,6,여름
1978,터널 3D,박규택,(주)박수엔터테인먼트,2014-08-20,장편,한국,264,620874000,80989,공포(호러),15세관람가,일반영화,2014,8,여름
1979,원 챈스,데이빗 프랭클,(주)라이크콘텐츠,2014-03-13,장편,영국,329,593174100,80977,코미디,12세관람가,독립/예술영화,2014,3,봄
1980,최악의 하루,김종관,CGV아트하우스,2016-08-25,장편,한국,199,639959190,80754,멜로/로맨스,15세관람가,독립/예술영화,2016,8,여름
1981,지금은맞고그때는틀리다,홍상수,(주)콘텐츠판다,2015-09-24,장편,한국,59,664112100,80614,드라마,청소년관람불가,독립/예술영화,2015,9,가을
1982,엑스페리먼트,폴 쉐어링,(주)새인컴퍼니,2010-08-11,장편,미국,110,583702363,80367,드라마,15세관람가,독립/예술영화,2010,8,여름
1983,프렌즈 위드 베네핏,윌 글럭,한국소니픽쳐스릴리징브에나비스타영화㈜,2011-10-27,장편,미국,210,591765000,80197,코미디,청소년관람불가,일반영화,2011,10,가을
1984,에어로너츠,톰 하퍼,(주)홈초이스,2020-06-10,장편,영국,534,691188500,79877,드라마,12세관람가,독립/예술영화,2020,6,여름
1985,로스트 인 더스트,데이빗 맥킨지,플러스엠 엔터테인먼트,2016-11-03,장편,미국,354,621368822,79812,범죄,15세관람가,일반영화,2016,11,가을
1986,오 마이 그랜파,댄 마저,판씨네마(주),2016-03-17,장편,미국,396,632806532,79701,코미디,청소년관람불가,일반영화,2016,3,봄
1987,꿀벌 하치의 대모험,아미노 테츠로,(주)박수엔터테인먼트,2011-01-13,장편,일본,141,525369500,79625,애니메이션,전체관람가,일반영화,2011,1,겨울
1988,미쓰 루시힐,조나스 엘머,(주)쇼박스,2009-04-09,장편,미국,138,535856585,79471,코미디,12세관람가,일반영화,2009,4,봄
1989,드래곤 스펠: 마법 꽃의 비밀,마누크 데포얀,㈜코리아스크린,2017-08-15,장편,독일,164,582071200,79446,애니메이션,전체관람가,독립/예술영화,2017,8,여름
1990,소리꾼,조정래,(주)리틀빅픽쳐스,2020-07-01,장편,한국,573,642120680,79215,사극,12세관람가,일반영화,2020,7,여름
1991,페이스 오브 러브,아리 포신,(주)영화사 빅,2014-04-16,장편,미국,222,585768905,79179,드라마,15세관람가,독립/예술영화,2014,4,봄
1992,인민을 위해 복무하라,장철수,(주)제이앤씨미디어그룹,2022-02-23,장편,한국,598,709334190,79105,멜로/로맨스,청소년관람불가,일반영화,2022,2,겨울
1993,분신사바 2,안병기,(주)팝엔터테인먼트,2014-07-16,장편,중국,238,574836300,79017,공포(호러),15세관람가,독립/예술영화,2014,7,여름
1994,너와 100번째 사랑,츠키카와 쇼,(주)디스테이션,2017-05-25,장편,일본,140,620733200,78930,드라마,12세관람가,독립/예술영화,2017,5,봄
1995,극장판 미니특공대: 공룡왕 디노,이영준,(주)리틀빅픽쳐스,2020-02-06,장편,한국,485,613273720,78929,애니메이션,전체관람가,일반영화,2020,2,겨울
1996,바다 탐험대 옥토넛 : 탐험선 대작전,기타,와이드 릴리즈(주),2022-08-11,장편,영국,241,744749950,78910,애니메이션,전체관람가,독립/예술영화,2022,8,여름
1997,토토의 움직이는 숲,에스벤 토프트 야콥슨,(주)미디어데이,2013-06-20,장편,기타,191,502754000,78571,애니메이션,전체관람가,독립/예술영화,2013,6,여름
1998,코다,션 헤이더,판씨네마(주),2021-08-31,장편,프랑스,308,707547599,78536,드라마,12세관람가,독립/예술영화,2021,8,여름
1999,메디엄,피터 콘웰,에스케이텔레콤(주),2009-07-29,장편,미국,156,570842804,78494,공포(호러),15세관람가,일반영화,2009,7,여름
2000,오즈: 신기한 마법가루,블라디미르 토로프킨,(주)스마일이엔티,2017-07-20,장편,기타,343,565456600,78440,애니메이션,전체관람가,독립/예술영화,2017,7,여름
2001,세인트 빈센트,데오도르 멜피,(주)영화사 빅,2015-03-05,장편,미국,308,604885528,78336,코미디,12세관람가,독립/예술영화,2015,3,봄
2002,룸,레니 에이브러햄슨,(주)팝엔터테인먼트,2016-03-03,장편,기타,333,621606700,78253,드라마,15세관람가,독립/예술영화,2016,3,봄
2003,모데카이,데이빗 코엡,(주)나이너스엔터테인먼트,2015-02-18,장편,미국,290,624513020,78070,액션,15세관람가,일반영화,2015,2,겨울
2004,엑스 마키나,알렉스 가랜드,유니버설픽쳐스인터내셔널 코리아(유),2015-01-21,장편,미국,207,629716963,78049,SF,청소년관람불가,일반영화,2015,1,겨울
2005,호텔 아르테미스,드류 피어스,판씨네마(주),2018-07-18,장편,미국,465,646127100,77794,액션,15세관람가,일반영화,2018,7,여름
2006,극장판 콩순이: 장난감나라 대모험,이선명,(주)넥스트엔터테인먼트월드(NEW),2021-05-05,장편,한국,690,679380620,77786,애니메이션,전체관람가,독립/예술영화,2021,5,봄
2007,쓰리 썸머 나잇,김상진,(주)리틀빅픽쳐스,2015-07-15,장편,한국,297,616132846,77621,코미디,청소년관람불가,일반영화,2015,7,여름
2008,알이씨(Rec),파코 플라자,유니버설픽쳐스인터내셔널 코리아(유),2008-07-10,장편,기타,97,524571500,77533,공포(호러),청소년관람불가,일반영화,2008,7,여름
2009,드라이브 마이 카,하마구치 류스케,(주)트리플픽쳐스,2021-12-23,장편,일본,69,716149880,77359,드라마,15세관람가,독립/예술영화,2021,12,겨울
2010,아더 우먼,닉 카사베츠,이십세기폭스코리아(주),2014-11-13,장편,미국,331,580257218,77341,코미디,15세관람가,일반영화,2014,11,가을
2011,매직 인 더 문라이트,우디 앨런,(주)인벤트스톤,2014-08-20,장편,미국,194,607414281,77308,코미디,12세관람가,독립/예술영화,2014,8,여름
2012,100 피트,에릭 레드,(주)싸이더스,2008-07-24,장편,미국,133,505925500,76985,공포(호러),15세관람가,일반영화,2008,7,여름
2013,참을 수 없는,권칠인,(주)시너지하우스 (시너지),2010-10-21,장편,한국,220,575770952,76965,멜로/로맨스,청소년관람불가,독립/예술영화,2010,10,가을
2014,타임 패러독스,마이클 스피어리그,(유)조이앤시네마,2015-01-07,장편,기타,232,602296908,76803,SF,15세관람가,독립/예술영화,2015,1,겨울
2015,"어쩌다, 결혼",박수진,CGV아트하우스,2019-02-27,장편,한국,529,586584249,76746,멜로/로맨스,12세관람가,독립/예술영화,2019,2,겨울
2016,러덜리스,윌리엄 H. 머시,그린나래미디어(주),2015-07-09,장편,미국,117,602152720,76343,코미디,12세관람가,독립/예술영화,2015,7,여름
2017,엽기적인 그녀 2,조근식,(주)리틀빅픽쳐스,2016-05-12,장편,한국,387,588233900,76321,멜로/로맨스,15세관람가,일반영화,2016,5,봄
2018,맨 인 더 다크 2,로도 사야구에즈,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2021-09-01,장편,미국,248,765928300,76265,공포(호러),청소년관람불가,일반영화,2021,9,가을
2019,하이큐!! 끝과 시작,미츠나카 스스무,(주)팝엔터테인먼트,2016-11-16,장편,일본,130,544846000,75704,애니메이션,12세관람가,일반영화,2016,11,가을
2020,나의 로맨틱 가이드,도널드 페트리,(주)성원아이컴,2009-08-27,장편,미국,130,535685529,75668,코미디,15세관람가,일반영화,2009,8,여름
2021,오두막,스튜어트 하젤딘,판씨네마(주),2017-04-20,장편,미국,396,581005200,75657,드라마,12세관람가,독립/예술영화,2017,4,봄
2022,피치 퍼펙트: 언프리티 걸즈,엘리자베스 뱅크스,유니버설픽쳐스인터내셔널 코리아(유),2015-05-28,장편,미국,297,591516497,75598,코미디,15세관람가,일반영화,2015,5,봄
2023,블룸 형제 사기단,라이언 존슨,(주)시너지하우스 (시너지),2009-06-18,장편,미국,144,502498186,75462,코미디,12세관람가,일반영화,2009,6,여름
2024,조조-황제의 반란,조림산,롯데쇼핑㈜롯데엔터테인먼트,2012-10-18,장편,중국,227,535668500,75297,사극,15세관람가,일반영화,2012,10,가을
2025,브릭 맨션: 통제불능 범죄구역,카밀 들라마레,씨네그루(주)다우기술,2014-08-27,장편,프랑스,287,543025047,74912,액션,15세관람가,일반영화,2014,8,여름
2026,회초리,박광우,롯데쇼핑㈜롯데엔터테인먼트,2011-05-19,장편,한국,142,479093000,74765,드라마,12세관람가,일반영화,2011,5,봄
2027,드림업,토드 그라프,㈜케이디미디어,2009-09-03,장편,미국,212,519832169,74416,드라마,12세관람가,일반영화,2009,9,가을
2028,극장판 포켓몬스터 AG - 아름다운 소원의 별 지라치,유야마 쿠니히코,(주)포켓몬코리아,2014-08-13,장편,일본,123,531113700,74346,애니메이션,전체관람가,일반영화,2014,8,여름
2029,외톨이,박재식,(주)성원아이컴,2008-09-18,장편,한국,199,474493500,74282,공포(호러),15세관람가,일반영화,2008,9,가을
2030,쿵후팬더: 영웅의 탄생,레오 로,(주)미디어데이,2013-07-04,장편,중국,197,465317000,74143,애니메이션,전체관람가,독립/예술영화,2013,7,여름
2031,센츄리온,닐 마샬,(주)쇼박스,2010-08-26,장편,영국,143,553415176,74131,액션,청소년관람불가,독립/예술영화,2010,8,여름
2032,피라냐 3DD,존 걸레거,롯데쇼핑㈜롯데엔터테인먼트,2012-08-01,장편,미국,269,639495500,74044,공포(호러),청소년관람불가,일반영화,2012,8,여름
2033,로맨틱 헤븐,장진,(주)시네마서비스,2011-03-24,장편,한국,260,542739500,73729,드라마,12세관람가,일반영화,2011,3,봄
